id	type	label_de	label_en	parent	comment_de
LP_0030096	Class	Inhaltsbereich (ST)		LP_0000349	
LP_0030097	Class	Ziel (TH)			
LP_0030098	Class	Lehrplanbaustein (RP)		LP_0000349	
LP_0030099	Class	Hinweis zur unterrichtlichen Umsetzung (RP)			
LP_0030100	Class	Inhalt und Zusammenhang (RP)			
LP_0030101	Class	Teilkompetenzbereich (RP)		LP_0000431	
LP_0030102	Class	Teilteilkompetenzbereich (RP)		LP_0030101	
LP_0030103	Class	Anwendungsfähiges Wissen (RP)			
LP_0030104	Class	Teilleitgedanke (RP)		LP_0030034	
LP_0030105	Class	Teillernbereich (RP)		LP_0030035	
LP_0030106	Class	Teilteillernbereich (RP)		LP_0030105	
LP_0030107	Class	Teilerfahrungsberich (RP)		LP_0030027	
LP_0030108	Class	Fachbegriff (RP)			
LP_0030109	Class	Entwicklung des Konzepts (RP)			
LP_0030110	Class	Kontext (RP)			
LP_0030111	Class	Beitrag zur Entwicklung der Basiskonzepte (RP)			
LP_0030112	Class	Erschließung des Themenfeldes durch Kontextorientierung (RP)			
LP_0030113	Class	Differenzierungsmöglichkeit (RP)			
LP_0030114	Class	Experiment (BW)		LP_0000349	
LP_0030115	Class	Anforderung (HH)			
LP_0030116	Class	Möglicher Kontext (BE)			
LP_0030117	Class	Fachbegriff (BE)			
LP_0030118	Class	Beispiel für Differenzierungsmöglichkeiten (BE)			
LP_0030119	Class	Experiment/Untersuchung (BE)			
LP_0030120	Class	Technik (BE)			
LP_0030121	Class	Verbindliche Form des Schreibens (SL)			
LP_0030122	Class	Fachmethode (BE)			
LP_0030123	Class	Basiskonzept (BE)		LP_0000349	
LP_0030124	Class	Beispiel für Unterrichtseinheiten (BE)			
LP_0030125	Class	Inhaltsbezogene Kompetenz (SL)			
LP_0030126	Class	Verfügung über sprachliche Mittel (SL)		LP_0000349	
LP_0030127	Class	Inhalt und Thema (SL)			
LP_0030128	Class	Beispiel (SL)			
LP_0030129	Class	Methodenkompetenz/Lern- und Kommunikationsstrategie (SL)			
LP_0030130	Class	Orientierungswissen (SL)			
LP_0030131	Class	Begegnungssituaton (SL)			
LP_0030132	Class	Einstellung (SL)			
LP_0030133	Class	Relevantes Genre (SL)			
LP_0030134	Class	Wortschatz (SL)			
LP_0030135	Class	Geeignete Methode / Anlass für das exemplarische Arbeiten (SL)			
LP_0030136	Class	Hinweis für die Konzeption von Lernaufgaben mit IK-Schwerpunkt  (SL)			
LP_0030137	Class	Mögliche Sprecharrangements und Genres (SL)			
LP_0030138	Class	Literatur und Film im Unterricht der Hauptphase (SL)			
LP_0030139	Class	Themenkomplex (SL)		LP_0000349	
LP_0030140	Class	Verbindliche Textsorte (SL)			
LP_0030141	Class	Vorgabe zum Erwerb von Methodenkompetenz (SL)			
LP_0030142	Class	Basiskonzept (SL)		LP_0000349	
LP_0030143	Class	Standard für den Kompetenzbereich Fachwissen (SL)			
LP_0030144	Class	Themenbereich (HH)		LP_0000349	
LP_0030145	Class	Verwendung von Lehrwerken (SL)			
LP_0030146	Class	Möglicher Einstieg / Motivation / Kontext (SL)			
LP_0030147	Class	Zusammenarbeit mit anderen Fächern (SL)			
LP_0030148	Class	Außerschulischer Lernort und außerunterrichtliche Veranstaltung (SL)			
LP_0030149	Class	Berufsorientierender Aspekt (SL)			
LP_0030150	Class	Unterstützungsangebot (SL)			
LP_0030151	Class	Prozessbezogene Kompetenz (SL)			
LP_0030152	Class	Hinweis zum sprachsensiblen Fachunterricht (SL)			
LP_0030153	Class	Orientierungsrahmen (HB)		LP_0030325	
LP_0030154	Class	Fachübergreifender und fächerverbindender Bezug (SL)			
LP_0030155	Class	Geeignetes (Schüler-)Experiment (SL)			
LP_0030156	Class	Projekt (SL)			
LP_0030157	Class	Sach-, Erkenntnisgewinnungs-, Kommunikations- und Bewertungskompetenz (SL)			
LP_0030158	Class	Bildung für nachhaltige Entwicklung (SL)			
LP_0030159	Class	Medienbildung (SL)			
LP_0030160	Class	Hinweis zur Unterrichtsgestaltung (SL)			
LP_0030161	Class	Hinweis zu Methoden und Arbeitstechniken (SL)			
LP_0030162	Class	Methodik und Fachdidaktik (SL)			
LP_0030163	Class	Einsatz digitaler Mathematikwerkzeuge (SL)			
LP_0030164	Class	Anregung zur selbstständigen Schülerarbeit (SL)			
LP_0030165	Class	Leitgedanke (HH)			
LP_0030166	Class	Beitrag zur Leitperspektive (HH)			
LP_0030167	Class	Verweis auf Leitperspektiven (HH)		LP_0000426	
LP_0030168	Class	Verweis auf Kompetenzen (HH)		LP_0030065	
LP_0030169	Class	Redemittel und grammatische Grundlagen (HH)		LP_0000349	
LP_0030170	Class	Basisgrammatik (HH)		LP_0000349	
LP_0030171	Class	Fachperspektive (HH)		LP_0000349	
LP_0030172	Class	Bildungsstandard (HH)			
LP_0030173	Class	Basiskonzept (HH)		LP_0000349	
LP_0030174	Class	Kompetenzbereich (BW)		LP_0000349	
LP_0030175	Class	Verweis auf die prozessbezogenen Kompetenzen (BW)		LP_0030065	
LP_0030176	Class	Verweis auf andere Standards für inhaltsbezogene Kompetenzen desselben Fachs (BW)		LP_0030065	
LP_0030177	Class	Verweis auf Leitperspektiven (BW)		LP_0002051	
LP_0030178	Class	Verweis auf andere Fächer (BW)		LP_0030065	
LP_0030179	Class	Umsetzungshilfen (BW)		LP_0030065	
LP_0030180	Class	Verweis auf DaZ (BY)		LP_0000434	
LP_0030181	Class	Verweis auf übergreifende Ziele (BY)		LP_0000434	
LP_0030182	Class	Verweis auf Querverweise (BY)		LP_0000434	
LP_0030183	Class	Verweis auf Servicematerialien (BY)		LP_0030065	
LP_0030184	Class	Interkulturelle Kompetenz (ST)			
LP_0030185	Class	Sprachlernkompetenz (ST)			
LP_0030186	Class	Text- und Medienkompetenz (ST)			
LP_0030187	Class	Verweis auf Kompetenzerwartung (NW)		LP_0030065	
LP_0030188	Class	Verweis auf Lernbereich des gleichen Faches der gleichen Klassenstufe (SN)		LP_0030065	
LP_0030189	Class	Verweis auf Lernbereich des gleichen Faches einer anderen Klassenstufe (SN)		LP_0030065	
LP_0030190	Class	Verweis auf Klassenstufe, Lernbereich eines anderen Faches (SN)		LP_0030065	
LP_0030191	Class	Verweis auf ein überfachliches Bildungs- und Erziehungsziel (SN)		LP_0002089	
LP_0030192	Class	Verweis auf Bezüge zu Kompetenzbereichen / Standards (HE)		LP_0030065	
LP_0030193	Class	Verweis auf Aufgabengebiete (HH)		LP_0000426	
LP_0030194	Class	Verweis auf Sprachbildung (HH)		LP_0030065	
LP_0030195	Class	Verweis auf fachübergreifende Bezüge (HH)		LP_0030065	
LP_0030196	Class	Verweis auf Fachbegriffe (HH)		LP_0030065	
LP_0030197	Class	Verweis auf fachinterne Bezüge (HH)		LP_0030065	
LP_0030198	Class	Verweis auf allgemeine mathematische Kompetenzen (ST)		LP_0030065	
LP_0030199	Class	Verweis auf Kompetenzbereich (MV)		LP_0002080	
LP_0030200	Class	Textsorte (ST)			
LP_0030201	Class	Kommunikative Teilkompetenz (NI)		LP_0000349	
LP_0030202	Class	Sprachliches Mittel (NI)		LP_0000349	
LP_0030203	Class	Leitidee (NI)		LP_0000349	
LP_0030204	Class	Methodenkompetenz (NI)			
LP_0030205	Class	Lernstrategie und Arbeitstechnik (NI)			
LP_0030206	Class	Standard (HB)			
LP_0030207	Class	Themenfeld (NI)		LP_0000349	
LP_0030208	Class	Teilaspekt (NI)		LP_0000349	
LP_0030209	Class	Fachliche Perspektive (NI)		LP_0000349	
LP_0030210	Class	Fachbegriff (BB)			
LP_0030211	Class	Themenbereich (NI)		LP_0000349	
LP_0030212	Class	Verweis auf Vernetzungsmöglichkeiten (NI)		LP_0030065	
LP_0030213	Class	Prozessbezogene Kompetenz (NI)			
LP_0030214	Class	Beispiel für Unterrichtseinheiten (BB)			
LP_0030215	Class	Inhaltsbezogene Kompetenz (NI)			
LP_0030216	Class	Verweis auf Fachbezug (NI)			
LP_0030217	Class	Inhaltsbereich (NI)		LP_0000349	
LP_0030218	Class	Verbindlicher Unterrichtsinhalt (NI)			
LP_0030219	Class	Autor und Textgruppe (NI)			
LP_0030220	Class	Empfohlene Schreibform und Übung (NI)			
LP_0030221	Class	Rahmenthema (NI)		LP_0000349	
LP_0030222	Class	Pflichtmodul (NI)		LP_0000349	
LP_0030223	Class	Wahlpflichtmodul (NI)		LP_0000349	
LP_0030224	Class	Verbindlicher Unterrichtsaspekt (NI)			
LP_0030225	Class	Möglicher Unterrichtsaspekt (NI)			
LP_0030226	Class	Sprachbildung (NI)			
LP_0030227	Class	Weiterführende Anforderung (NI)			
LP_0030228	Class	Hinweis zum Einsatz digitaler Medien und Werkzeuge (NI)			
LP_0030229	Class	Unterrichtsidee zur Handlungsorientierung online (NI)			
LP_0030230	Class	Fakultative Erweiterung (NI)			
LP_0030231	Class	Hinweis zum Einsatz digitaler Mathematikwerkzeuge (NI)			
LP_0030232	Class	Online-Material (NI)			
LP_0030233	Class	Verweis auf Inhaltsbezogene Kompetenzbereiche (NI)		LP_0002101	
LP_0030234	Class	Verweis auf Prozessbezogene Kompetenzbereiche (NI)		LP_0002101	
LP_0030235	Class	Prozessbezogene Anforderung (HB)			
LP_0030236	Class	Inhaltsbezogene Anforderung (HB)			
LP_0030237	Class	Fakultativer Inhalt (SL)			
LP_0030238	Class	Rahmenthema (HB)		LP_0000349	
LP_0030239	Class	Basiskonzept (HB)		LP_0000349	
LP_0030240	Class	Grammatik (SL)			
LP_0030241	Class	Aussprache und Prosodie (SL)			
LP_0030242	Class	Inhaltsbereich (HB)		LP_0000349	
LP_0030243	Class	Erweiterungsbaustein (Zugangswege/Anwendungsbereiche/Vertiefungen) (HB)			
LP_0030244	Class	Verstehen und Handeln (SL)			
LP_0030245	Class	Hinweis zu Bezüge zu Kompetenzbereichen / Standards (HE)			
LP_0030246	Class	Beispiel für Differenzierungsmöglichkeiten (BB)			
LP_0030247	Class	Standard (BW)			
LP_0030248	Class	Kompetenzerwerb im Themenfeld (BE)			
LP_0030249	Class	Sachgebiet (SH)		LP_0000349	
LP_0030250	Class	Fachmethode (BB)			
LP_0030251	Class	Technik (BB)			
LP_0030252	Class	Thema (SH)		LP_0000349	
LP_0030253	Class	Möglicher Kontext (BB)			
LP_0030254	Class	Thema und Inhalt (SH)			
LP_0030255	Class	Verweis auf Materialien (BB)		LP_0030065	
LP_0030256	Class	Kompetenz (SH)			
LP_0030257	Class	Verweis auf vernetzte Kompetenzen (BB)		LP_0030065	
LP_0030258	Class	Leitidee (SH)		LP_0000349	
LP_0030259	Class	Verweis auf standardillustrierende Aufgaben (BB)		LP_0030065	
LP_0030260	Class	Vorgabe und Hinweis (SH)			
LP_0030261	Class	Dialogisches Sprechen – mündliche Interaktion (SL)			
LP_0030262	Class	Zusammenhängendes monologisches Sprechen – mündliche Produktion (SL)			
LP_0030263	Class	Kompetenzbereich (Bistas)		LP_0000349	
LP_0030264	Class	Domänenspezifischer Kompetenzbereich (Bistas)			
LP_0030265	Class	Prozessbezogener Kompetenzbereich (Bistas)			
LP_0030266	Class	Standard (Bistas)			
LP_0030268	Class	Basiskonzept (Bistas)		LP_0000349	
LP_0030269	Class	Verbindlicher inhaltlicher Aspekt (Bistas)		LP_0000349	
LP_0030270	Class	Basiskonzept (SH)		LP_0000349	
LP_0030271	Class	Inhaltsbezogene Kompetenz (SH)			
LP_0030272	Class	Verbindlicher Inhalt (SH)			
LP_0030273	Class	Bereich (SH)		LP_0000349	
LP_0030274	Class	Verweis auf Basiskonzept (SH)		LP_0002103	
LP_0030275	Class	Aspekt (SH)			
LP_0030276	Class	Beispielinhalt (SH)			
LP_0030277	Class	Methodenkompetenz (TH)			
LP_0030278	Class	Prozessbezogene Kompetenz (SH)			
LP_0030279	Class	Verbindliches Thema und Inhalt (SH)			
LP_0030280	Class	Mögliches Thema und Inhalt (SH)			
LP_0030281	Class	Mögliches Thema (SH)			
LP_0030282	Class	Inhalt (SH)			
LP_0030283	Class	Selbst- und Sozialkompetenz (TH)			
LP_0030284	Class	Möglicher inhaltlicher Aspekt (TH)			
LP_0030285	Class	Thema und Kommunikationsbereich (TH)		LP_0000349	
LP_0030286	Class	Einblick in andere Kulturen (TH)		LP_0000349	
LP_0030287	Class	Sprachfunktion/Redeabsicht (TH)			
LP_0030288	Class	Mögliches sprachliche Mittel zur Realisierung der Redeabsichten (TH)			
LP_0030289	Class	Thema und Situation (TH)		LP_0000349	
LP_0030290	Class	Wesentlicher inhaltlicher Schwerpunkt (TH)			
LP_0030291	Class	Wesentlicher inhaltlicher Aspekt (TH)			
LP_0030292	Class	Sprachliches Mittel (TH)		LP_0000349	
LP_0030293	Class	Structure (TH)		LP_0000349	
LP_0030294	Class	Themenkomplex (TH)		LP_0000349	
LP_0030295	Class	Schülerexperiment (TH)			
LP_0030296	Class	Projektvorschlag (TH)			
LP_0030297	Class	Themenbereich (TH)		LP_0000349	
LP_0030298	Class	Inhaltsbereich (TH)		LP_0000349	
LP_0030299	Class	Verweis auf Aufgabe (BY)		LP_0030183	
LP_0030300	Class	Verweis auf Material (BY)		LP_0030183	
LP_0030301	Class	Verweis auf mebis (BY)		LP_0030183	
LP_0030302	Class	Verweis auf Erläuterung (BY)		LP_0030183	
LP_0030303	Class	Erläuterung (BY)			
LP_0030304	Class	Bildungs- und Erziehungsauftrag (BY)		LP_0002044	
LP_0030305	Class	Übergreifende Bildungs- und Erziehungsziele (BY)		LP_0002044	
LP_0030306	Class	Fachprofil (BY)		LP_0002044	
LP_0030307	Class	Grundlegende Kompetenzen (Jahrgangsstufenprofil) (BY)		LP_0002044	
LP_0030308	Class	Bayerische Leitlinie für die Bildung und Erziehung von Kindern bis zum Ender der Grundschulzeit (BY)		LP_0030304	
LP_0030309	Class	Kompetenzbereich (BY)		LP_0000349	
LP_0030310	Class	Prozessbezogene Kompetenz (BY)		LP_0000349	
LP_0030311	Class	Gegenstandsbereich (BY)		LP_0000349	
LP_0030312	Individual	C1 Fachkundige Sprachkenntnisse			
LP_0030313	Individual	C2 Annähernd muttersprachliche Kenntnisse			
LP_0030314	Individual	B2 Selbständige Sprachverwendung			
LP_0030315	Individual	B1 Fortgeschrittene Sprachverwendung			
LP_0030316	Individual	A2 Grundlegende Kenntnisse			
LP_0030317	Individual	A1 Anfänger			
LP_0030318	Class	Schlüsselkompetenz (ST)		LP_0030325	
LP_0030325	Class	CE-Leitperspektive	guiding perspective	LP_0000261	
LP_0030326	Individual	Leitperspektivenbeschreibungsfunktion			
LP_0030327	Class	Leitperspektive (HH)		LP_0030325	
LP_0030328	Class	Querschnittsthema (MV)		LP_0030325	
LP_0030329	Class	Bildungs- und Erziehungsziel (SN)		LP_0030325	
LP_0030330	Class	Fachübergreifendes Thema (ST)		LP_0030325	
LP_0030331	Class	Übergreifendes Bildungs- und Erziehungsziel (BY)		LP_0030325	
LP_0030332	Class	Fachübergreifendes Thema (BE)		LP_0030325	
LP_0030333	Class	Fachübergreifendes Thema (BB)		LP_0030325	
LP_0030334	Class	Leitperspektive (BW)		LP_0030325	
LP_0030335	Class	Weiteres Thema (Bistas)		LP_0030325	
LP_0030336	Class	Aufgabengebiet (HH)		LP_0030325	
LP_0030345	Individual	Gymnasialniveau Sek II (BW)			
LP_0030346	Individual	Gymnasialniveau Sek II (BY)			
LP_0030347	Individual	Oberstufenniveau (HB)			
LP_0030348	Individual	Oberstufenniveau (HE)			
LP_0030349	Individual	Studienstufenniveau (HH)			
LP_0030350	Individual	Gymnasialniveau Sek II (MV)			
LP_0030351	Individual	Gymnasialniveau Sek II (NW)			
LP_0030352	Individual	Oberstufenniveau (NI)			
LP_0030353	Individual	Niveau Sekundarstufe II (RP)			
LP_0030354	Individual	Anforderungen für die Allgemeine Hochschulreife Sek II (SH)			
LP_0030355	Individual	Oberstufenniveau (SL)			
LP_0030356	Individual	Gymnasialniveau Sek II (SN)			
LP_0030357	Individual	Gymnasialniveau Sek II (ST)			
LP_0030358	Individual	Gymnasialniveau Sek II (TH)			
LP_0030359	Individual	Gymnasialniveau Sek I (TH)			
LP_0030360	Individual	Oberstufenniveau (BW)			
LP_0030361	Class	Grundschulniveau		LP_0000028	
LP_0030362	Individual	Grundschulniveau (BW)			
LP_0030363	Individual	Grundschulniveau (BY)			
LP_0030364	Individual	Grundschulniveau (HB)			
LP_0030365	Individual	Grundschulniveau (HE)			
LP_0030366	Class	Bildungsgangniveau (BB)		LP_0000028	
LP_0030367	Individual	Grundschulniveau (HH)			
LP_0030368	Individual	Grundschulniveau (MV)			
LP_0030369	Individual	Grundschulniveau (NI)			
LP_0030370	Individual	Grundschulniveau (NW)			
LP_0030371	Individual	Grundschulniveau (RP)			
LP_0030372	Individual	Grundschulniveau (SH)			
LP_0030373	Individual	Grundschulniveau (SL)			
LP_0030374	Individual	Grundschulniveau (SN)			
LP_0030375	Individual	Grundschulniveau (ST)			
LP_0030376	Individual	Grundschulniveau (TH)			
LP_0030377	Individual	Oberstufenniveau (BE)			
LP_0030378	Class	EBR Niveau		LP_0000834	
LP_0030379	Class	FOR Niveau		LP_0000832	
LP_0030380	Class	FOR-Q Niveau		LP_0000069	
LP_0030381	Individual	FOR-Q A			
LP_0030382	Individual	FOR-Q B			
LP_0030383	Individual	FOR-Q C			
LP_0030384	Individual	FOR-Q D			
LP_0030385	Individual	FOR-Q E			
LP_0030386	Individual	FOR-Q F			
LP_0030387	Individual	FOR-Q G			
LP_0030388	Individual	FOR-Q H			
LP_0030389	Individual	FOR A			
LP_0030390	Individual	FOR B			
LP_0030391	Individual	FOR C			
LP_0030392	Individual	FOR D			
LP_0030393	Individual	FOR E			
LP_0030394	Individual	FOR F			
LP_0030395	Individual	FOR G			
LP_0030396	Individual	EBR A			
LP_0030397	Individual	EBR B			
LP_0030398	Individual	EBR C			
LP_0030399	Individual	EBR D			
LP_0030400	Individual	EBR E			
LP_0030401	Individual	EBR F			
LP_0030402	Individual	EBR G			
LP_0030403	Individual	Oberstufenniveau (BB)			
LP_2000001	Individual	Jahrgangsstufe 1	class level 1		
LP_2000002	Individual	Jahrgangsstufe 2	class level 2		
LP_2000003	Individual	Jahrgangsstufe 3	class level 3		
LP_2000004	Individual	Jahrgangsstufe 4	class level 4		
LP_2000005	Individual	Jahrgangsstufe 5	class level 5		
LP_2000006	Individual	Jahrgangsstufe 6	class level 6		
LP_2000007	Individual	Jahrgangsstufe 7	class level 7		
LP_2000008	Individual	Jahrgangsstufe 8	class level 8		
LP_2000009	Individual	Jahrgangsstufe 9	class level 9		
LP_2000010	Individual	Jahrgangsstufe 10	class level 10		
LP_2000011	Individual	Jahrgangsstufe 11	class level 11		
LP_2000012	Individual	Jahrgangsstufe 12	class level 12		
LP_2000013	Individual	Jahrgangsstufe 13	class level 13		
LP_3000031	Individual	Thüringen			
LP_3000043	Individual	Niedersachsen			
LP_3000044	Individual	Nordrhein-Westfalen			
LP_3000045	Individual	Hamburg			
LP_3000046	Individual	Rheinland-Pfalz			
LP_3000047	Individual	Sachsen			
LP_3000048	Individual	Berlin			
LP_3000049	Individual	Baden-Württemberg			
LP_3000050	Individual	Hessen			
LP_3000051	Individual	Bayern			
LP_3000052	Individual	Mecklenburg-Vorpommern			
LP_3000053	Individual	Sachsen-Anhalt			
LP_3000054	Individual	Schleswig-Holstein			
LP_3000055	Individual	Saarland			
LP_3000056	Individual	Bremen			
LP_3000057	Individual	Brandenburg			
