id	type	label_de	label_en	parent	comment_de
LP_0000544	Class	Pflichtfach		LP_0000540	Schulfachbezug, der ausdrückt, dass ein Schulfach als Pflichtfach gemeint ist.
LP_0000545	Class	Wahlpflichtfach		LP_0000540	Schulfachbezug, der ausdrückt, dass ein Schulfach als Wahlpflicht gemeint ist.
LP_0000547	Class	Gültigkeitsbereich	validity scope	obo:IAO_0000030	Ein information content entity, dass den zetlichen Gültigkeitsbereich eines Lehrplans beschreibt.
LP_0000548	DatatypeProperty	von Datum		LP_0000344	
LP_0000549	DatatypeProperty	bis Datum	to date	LP_0000344	
LP_0000550	ObjectProperty	hat Gültigkeitsbereich	has validity scope	LP_0000024	
LP_0000551	Class	Wahlfach		LP_0000540	Schulfachbezug, der ausdrückt, dass ein Schulfach als Wahlfach/fakultatives Fach gemeint ist.
LP_0000553	DatatypeProperty	veröffentlicht am		LP_0000344	
LP_0000554	Class	Didaktische Voraussetzung	didactic prerequisite	LP_0030065	Ein didaktischer Verweis, der ausdrückt, dass das Zielobjekt vor dem Quellobjekt beherrscht werden sollte, damit dieses in einem curricular und didaktisch begründeten Lernpfad sinnvoll bearbeitet werden kann.
LP_0000555	ObjectProperty	ist Schulartfunktion von		obo:RO_0000079	
LP_0000556	ObjectProperty	hat Oberstufensphase		LP_0000024	
LP_0000571	Class	Bildungsstandard (KMK)	educational standard (KMK)	obo:IAO_0000030	Der “Bildungsstandard” ist eine “Informationseinheit”, die klar definierte, verbindliche Lernziele beschreibt, welche die Lernenden zu einem bestimmten Zeitpunkt erreichen sollen. Sie sorgt für eine einheitliche Qualität und Transparenz im Bildungssystem und ermöglicht eine objektive Messung der Leistungen. Die von der Kultusministerkonferenz (KMK) verabschiedeten Bildungsstandards greifen allgeme
LP_0000572	Class	Bildungsgangniveau (BE)		LP_0000028	Ein Lehrplanelement von Berlin mit dem ein zu erreichender Abschluss in Verbindung mit den Niveaustufe und Jahrgangsstufe zum Ausdruck gebracht wird. Unterklassen entprechen den konkreten Abschlussniveaus. Deren Instanzen enthalten die Verknüfung zu Niveaustufe und Jahrgangsstufe. Ein Lehrplanelement von Berlin/Brandenburg mit dem ein zu erreichender Abschluss in Verbindung mit den Niveaustufe und
LP_0000573	Class	BOA Niveau		LP_0000572	Abschluss Niveau, das zum berufsorientierenden Abschluss befähigt.
LP_0000574	Class	BBR Niveau		LP_0000572	Abschluss Niveau, das zur Berufsbildungsreife befähigt.
LP_0000575	Class	EBBR Niveau		LP_0000572	Abschluss Niveau, dass zur erweiterten Berufsbildungsreife befähigt
LP_0000576	Class	MSA Niveau		LP_0000572	Abschluss Niveau, das zum mittlereren Schulabschluss befähigt.
LP_0000577	Class	Gymnasialniveau Sek I (BE)		LP_0000572	Abschluss Niveau, das zum Übergang in die 2-jährige Qualifikationsphase (Abitur) befähigt.
LP_0000578	ObjectProperty	hat Niveaustufe	has niveau stage	LP_0000024	
LP_0000580	ObjectProperty	ist Niveaustufe von	is niveau stage of	obo:IAO_0000136	
LP_0000583	Individual	BOA A			
LP_0000584	Individual	BOA B			
LP_0000585	Individual	BOA C			
LP_0000586	Individual	BOA D			
LP_0000587	Individual	BOA E			
LP_0000588	Individual	BBR A			
LP_0000589	Individual	BBR B			
LP_0000590	Individual	BBR C			
LP_0000591	Individual	BBR D			
LP_0000592	Individual	BBR E			
LP_0000593	Individual	BBR F			
LP_0000594	Individual	EBBR A			
LP_0000595	Individual	EBBR B			
LP_0000596	Individual	EBBR C			
LP_0000597	Individual	EBBR D			
LP_0000598	Individual	EBBR E			
LP_0000599	Individual	EBBR F			
LP_0000600	Individual	EBBR G			
LP_0000601	Individual	MSA A			
LP_0000602	Individual	MSA B			
LP_0000603	Individual	MSA C			
LP_0000604	Individual	MSA D			
LP_0000605	Individual	MSA E			
LP_0000606	Individual	MSA F			
LP_0000607	Individual	MSA G			
LP_0000608	Individual	Gymnasialniveau Sek I A			
LP_0000609	Individual	Gymnasialniveau Sek I B			
LP_0000610	Individual	Gymnasialniveau Sek I C			
LP_0000611	Individual	Gymnasialniveau Sek I D			
LP_0000612	Individual	Gymnasialniveau Sek I E			
LP_0000613	Individual	Gymnasialniveau Sek I F			
LP_0000614	Individual	Gymnasialniveau Sek I G			
LP_0000615	Individual	Gymnasialniveau Sek I H			
LP_0000616	Individual	Niveaustufe H			
LP_0000627	Individual	Fragmentfunktion			Ist eine Stukturierungsfunktion, die ein Lehrplanelement inne haben kann. Ein Lehrplanelement, das diese Funktion inne hat, identifiziert einen Teil des Lehrplan. Die Art des Lehrplanteils muss nicht näher spezifizert sein. Wenngleich diese Definition auch auf Kompetenzbereiche oder Themenfelder anwendbar ist, ist sie ihnen ausdrücklich nicht gleichzusetzen, über- oder unterzuordnen. Die Funktion 
LP_0000802	Class	Anforderungsbereich		LP_0000037	Umfasst Repräsentationen für die drei Anforderungsbereiche. Im deutschen und österreichischen Schulsystem werden die Lernziele meist in drei Anforderungsbereiche aufgeteilt, die ein unterschiedliches Ausmaß von Eigenleistung und komplexem Denken vom Schüler erfordern. Der Anforderungsbereich I umfasst meist eine Reproduktion, Anforderungsbereich II eine Reorganisation (Umgestaltung) sowie einen Tr
LP_0000803	Individual	Anforderungsbereich 1: Reproduktion			
LP_0000804	Individual	Anforderungsbereich 2: Reorganisation und Transfer			
LP_0000805	Individual	Anforderungsbereich 3: Reflexion und Problemlösung			
LP_0000806	Class	Bildungsplan (BW)		LP_0000438	
LP_0000807	Class	Rahmenlehrplan (BB)		LP_0000438	
LP_0000808	Class	Organisation	organization	obo:BFO_0000040	Eine Organisation ist eine materielle entität, die Rollen inne haben kann, Mitglieder hat und über ein Regelwerk verfügt. Mitglieder einer Organisation sind entweder andere Organisationen oder einzelne Personen. Mitglieder können spezifische Organisationsrollen innehaben, die durch das Regelwerk der Organisation festgelegt werden. Das Regelwerk bestimmt außerdem, wie Entscheidungen im Namen der Or
LP_0000809	Class	Schule	school		Eine Schule ist eine Organisation (Bildungseinrichtung), in der Lernende im Rahmen eines geregelten Bildungsauftrags nach verbindlichen Lehrplänen unterrichtet werden.
LP_0000810	Class	Schulklasse	school class	LP_0000808	Eine Schulklasse ist eine organisatorisch festgelegte Lerngruppe von Schülerinnen und Schülern, die in der Regel derselben Jahrgangsstufe angehören und über einen bestimmten Zeitraum gemeinsam unterrichtet werden.
LP_0000812	ObjectProperty	für Schulart	for type of school	LP_0000024	
LP_0000813	Class	Hauptschulbildungsgang	Hauptschule track	LP_0000816	ALT Der Hauptschulbildungsgang bereitet Schülerinnen in erster Linie auf eine berufliche Ausbildung und den direkten Einstieg ins Berufsleben vor. Er endet in der Regel nach der 9. oder 10. Klasse mit dem Hauptschulabschluss. Der Fokus liegt auf einer grundlegenden Allgemeinbildung, verbunden mit praktischen und berufsvorbereitenden Elementen. Schülerinnen erlernen neben den Kernfächern (Deutsch, 
LP_0000814	Class	Realschulbildungsgang	Realschule track	LP_0000816	ALT Der Realschulbildungsgang vermittelt eine solide Allgemeinbildung mit einem Schwerpunkt auf praxisorientierten Inhalten. Er führt nach der 10. Klasse zur Mittleren Reife (auch Realschulabschluss genannt), die den Zugang zu weiterführenden Schulen (z. B. Fachoberschulen) oder einer Berufsausbildung ermöglicht. Der Unterricht ist weniger theorielastig als am Gymnasium, aber trotzdem anspruchsvol
LP_0000815	Class	Gymnasialer Bildungsgang	Gymnasium track	LP_0000816	ALT Der gymnasiale Bildungsgang zielt darauf ab, Schüler*innen auf das Abitur und ein späteres Studium vorzubereiten. Er dauert in der Regel bis zur 12. oder 13. Klasse und endet mit der allgemeinen Hochschulreife (Abitur), die den Zugang zu Universitäten und Hochschulen ermöglicht. Der Lehrplan ist meist akademisch anspruchsvoller und theoretischer im Vergleich zu anderen Schulformen. Der gymnasi
LP_0000816	Class	Bildungsgang	educational track	obo:BFO_0000015	ALT Bildungsgang beschreibt im deutschen Bildungssystem eine strukturierte Abfolge von Bildungsstufen und -inhalten, die zu einem bestimmten Schulabschluss führt. Ein Bildungsgang legt fest, welche Fächer, Lerninhalte und Kompetenzen während einer bestimmten Schulzeit vermittelt werden und wie lange diese Bildungsphase dauert. Er umfasst dabei die gesamte Schullaufbahn, die durch den jeweiligen Ab
LP_0000818	Class	Lehrplan (SN)		LP_0000438	
LP_0000819	Class	LehrplanPLUS (BY)		LP_0000438	
LP_0000820	Class	Lehrplan (TH)		LP_0000438	
LP_0000821	Class	Bildungsplan (HB)		LP_0000438	
LP_0000822	Class	Bildungsplan (HH)		LP_0000438	
LP_0000823	Class	Kerncurriculum (NI)		LP_0000438	
LP_0000824	Class	Fachanforderung (SH)		LP_0000438	
LP_0000825	Class	Lehrplan (SL)		LP_0000438	
LP_0000826	Class	Lehrplan (ST)		LP_0000438	
LP_0000832	Class	Realschulniveau		LP_0000028	Das “Realschulniveu” ist ein “Bildungsgangniveau”, welches das Niveau des "Realschulbildungsgangs" beschreibt. Es beschreibt in welcher Tiefe und mit welchem Anspruch die Lerninhalte und Kompetenzen innerhalb dieses Bildungsgangs behandelt werden.
LP_0000833	ObjectProperty	hat Bildungsgangniveau	has educational track level	LP_0000024	
LP_0000834	Class	Hauptschulniveau		LP_0000028	Das “Hauptschulniveu” ist ein “Bildungsgangniveau”, welches das Niveau des "Hauptschulbildungsgangs" beschreibt. Es beschreibt in welcher Tiefe und mit welchem Anspruch die Lerninhalte und Kompetenzen innerhalb dieses Bildungsgangs behandelt werden.
LP_0000835	Class	Gymnasialniveau Sek II		LP_0000028	Das “Gymnasialniveau Sek II” ist ein “Bildungsgangniveau”, welches das Niveau des "gymnasialen Bildungsgangs" im Sekundarbereich II beschreibt und somit meistens die Jahrgangsstufen 11-13 umfasst. Es beschreibt in welcher Tiefe und mit welchem Anspruch die Lerninhalte und Kompetenzen innerhalb dieses Bildungsgangs behandelt werden.
LP_0000840	ObjectProperty	hat Niveau	has niveau	LP_0000024	
LP_0000845	Class	Progression	progression	obo:IAO_0000030	
LP_0000852	Class	CE-Hinweis	note	LP_0000261	Ein “CE-Hinweis” ist ein “Curriculares Element”, das ergänzende Informationen oder Anregungen zu einem “CE-Bereich”, einem “CE-Lerninhalt” oder einer “CE-Kompetenzspezifikation” beinhaltet. Der “CE-Hinweis” hat einen Empfehlungscharakter. Beispiele: - praktische oder methodische Empfehlungen - Vorschläge oder Hinweise zur Umsetzung im Unterricht - Vertiefungsvorschläge - Differenzierungsvorschläge
LP_0001000	Class	Kernlehrplan (NW)		LP_0000438	
LP_0001001	Class	Lehrplanfragment (HE)		LP_0001015	
LP_0001002	Class	Inhaltsfeld (HE)		LP_0000349	
LP_0001003	Class	Erwartete Kompetenz (NI)			
LP_0001005	Class	Kompetenzbereich (HE)		LP_0000349	
LP_0001006	Class	Lehrplanfragment (NI)		LP_0001015	
LP_0001007	Class	Kerninhalt (NI)			
LP_0001009	Class	Ergänzender Hinweis (NI)			
LP_0001011	Class	Bildungsgangniveau (MV)		LP_0000028	
LP_0001014	Individual	Hinweisbeschreibungsfunktion			
LP_0001015	Class	CE-Fragment	fragment	LP_0000261	
LP_0001018	Class	Fachniveau Sek II (RP)			
LP_0001019	Class	Bildungsgangniveau (RP)		LP_0000028	
LP_0001020	Individual	Grundkurs (RP)			
LP_0001021	Individual	Leistungskurs (RP)			
LP_0001025	Class	Fachniveau Sek II (SL)			
LP_0001026	Individual	Grundkurs (SL)			
LP_0001027	Individual	Leistungskurs (SL)			
LP_0001028	Class	Bildungsgangniveau (SL)		LP_0000028	
LP_0001032	Class	Bildungsgangniveau (SN)		LP_0000028	
LP_0001035	Class	Bildungsgangniveau (ST)		LP_0000028	
LP_0001038	Class	Bildungsgangniveau (TH)		LP_0000028	
LP_0001101	Class	Bildungsgangniveau (BW)		LP_0000028	
LP_0001105	Class	Bildungsgangniveau (HB)		LP_0000028	
LP_0001108	Class	Bildungsgangniveau (HH)		LP_0000028	
LP_0001116	Individual	Grundlegendes Anforderungsniveau (NI)			
LP_0001117	Individual	Erhöhtes Anforderungsniveau (NI)			
LP_0001169	Class	Fachniveau Sek II (BE)			
LP_0001223	Class	Lehrplanfragment (BE)		LP_0001015	
LP_0001224	Class	Leitidee (BE)		LP_0000349	
LP_0001226	Class	Eingangsvoraussetzung (BE)			
LP_0001227	Class	Unterrichtsanregung (BE)			
LP_0001228	Class	Gegenstand (BE)			
LP_0001441	Class	Element (BE)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Brandenburg.
LP_0001445	Class	Inhalt (BE)	learning content (BE)		
LP_0001446	Class	Lernmaterial (BE)	learning material (BE)		
LP_0001447	Class	Standard (BE)	standard (BE)		operationalisierbar und meßbar
LP_0001448	Class	Thema (BE)	topic (BE)	LP_0000349	
LP_0001449	Class	Themenfeld (BE)	topic area (BE)	LP_0000349	
LP_0001450	Class	Zusatzmaterial (BE)	additional material (BE)		
LP_0001451	Class	Übung (BE)	exercise (BE)	LP_0001441	
LP_0001459	Class	Kompetenzbereich (BE)		LP_0000349	
LP_0001516	Individual	Grundkursfach (BE)			
LP_0001517	Individual	Leistungskursfach (BE)			
LP_0002000	Individual	Allgemeinbildender Schulabschluss (HE)			
LP_0002001	Individual	Hauptschulabschluss (HE)			
LP_0002002	Individual	Realschulabschluss (HE)			
LP_0002020	Individual	Allgemeinbildender Schulabschluss (NI)			
LP_0002021	Individual	Hauptschulabschluss (NI)			
LP_0002022	Individual	Realschulabschluss (NI)			
LP_0002023	Individual	Erweiterter Sekundarabschluss I (NI)			
LP_0002033	Individual	Allgemeinbildender Schulabschluss (SH)			
LP_0002034	Individual	Erster allgemeinbildender Schulabschluss (SH)			
LP_0002035	Individual	Mittlerer Schulabschluss (SH)			
LP_0002043	Class	Fachlehrplan (BY)		LP_0002044	
LP_0002044	Class	Lehrplanfragment (BY)		LP_0001015	
LP_0002046	Class	Lernbereich (BY)		LP_0000349	
LP_0002048	Class	Kompetenzerwartung und Inhalt (BY)			
LP_0002049	Class	Kompetenzerwartung (BY)			
LP_0002050	Class	Inhalt zu den Kompetenzen (BY)			
LP_0002051	Class	Element (BW)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Baden-Württemberg
LP_0002052	Class	Lehrplanfragment (BW)		LP_0001015	
LP_0002057	Class	Prozessbezogene Kompetenz (BW)		LP_0000349	
LP_0002059	Class	Inhaltsbezogene Kompetenz (BW)		LP_0000349	
LP_0002060	Class	Denkanstoß (BW)			
LP_0002061	Class	Teilkompetenz (BW)			
LP_0002063	Class	Leitidee (BW)		LP_0000349	
LP_0002064	Class	Fachniveau Sek II (BW)			
LP_0002069	Class	Fachniveau Sek II (BB)			
LP_0002072	Class	Fachniveau Sek II (HH)			
LP_0002076	Class	Element (HE)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Hessen
LP_0002077	Class	Fachniveau Sek II (HE)			
LP_0002080	Class	Element (MV)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Mecklenburg-Vorpommern
LP_0002081	Class	Fachniveau Sek II (MV)			
LP_0002085	Class	Element (NW)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Nordrhein-Westfalen
LP_0002086	Class	Fachniveau Sek II (NW)			
LP_0002089	Class	Element (SN)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Sachsen
LP_0002090	Class	Fachniveau Sek II (SN)			
LP_0002093	Class	Element (ST)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Sachsen-Anhalt
LP_0002094	Class	Fachniveau Sek II (ST)			
LP_0002097	Class	Element (TH)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Thüringen
LP_0002098	Class	Fachniveau Sek II (TH)			
LP_0002101	Class	Element (NI)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan von Niedersachsen
LP_0002102	Class	Element (SL)		LP_0000261	Lehrplan Element bezogen auf den Lehrplan des Saarland
LP_0002103	Class	Element (SH)		LP_0000261	
LP_0002109	Individual	Hauptschulabschluss 10 (NI)			
LP_0002110	Class	Lehrplanfragment (SN)		LP_0001015	
LP_0002113	Class	Lernbereich (SN)		LP_0000349	
LP_0002114	Class	Wahlbereich (SN)		LP_0000349	
LP_0002115	Class	Lernziel und Lerninhalt (SN)			
LP_0002116	Class	Bemerkung (SN)			
LP_0002118	Class	Element (HB)		LP_0000261	
LP_0002119	Class	Fachniveau Sek II (HB)			
LP_0002120	Individual	Anforderungsniveau Grundkurs (HB)			
LP_0002121	Individual	Anforderungsniveau Leistungskurs (HB)			
LP_0002122	Class	Lehrplanfragment (HB)		LP_0001015	
LP_0002126	Class	Aufgabenbereich (HB)		LP_0000349	
LP_0002128	Class	Anforderung (HB)			
LP_0002129	Class	Inhalt (HB)			
LP_0002130	Class	Themenbereich (HB)		LP_0000349	
LP_0002133	Class	Themenfeld (HB)		LP_0000349	
LP_0002134	Class	Kommentar (HB)			
LP_0002135	Class	Kompetenzbereich (HB)		LP_0000349	
LP_0002136	Class	Lehrplanfragment (MV)		LP_0001015	
LP_0002139	Class	Kompetenzbereich (MV)		LP_0000349	
LP_0002140	Class	Kompetenz (MV)			
LP_0002143	Class	Themenbereich (MV)		LP_0000349	
LP_0002144	Class	Verbindlicher Inhalt (MV)			
LP_0002145	Class	Hinweis und Anregung (MV)			
LP_0002147	Class	Thema (MV)		LP_0000349	
LP_0002149	Class	Verweis auf Möglichkeiten der Verknüpfung (MV)		LP_0030065	
LP_0002151	Class	Konkretisierung (MV)			
LP_0002153	Class	Standard (MV)			
LP_0002158	Individual	Verweisbeschreibungsfunktion			
LP_0002163	Class	Beispiel Verknüpfung von Inhalt und Kompetenzbereich (MV)			
LP_0002164	Class	Rahmenplan (MV)		LP_0000438	
LP_0002169	Class	Bildungsstandard (HE)			
LP_0002171	Individual	Domänenbezugsfunktion			
LP_0002174	Class	Lehrplanfragment (ST)		LP_0001015	
LP_0002175	Class	Kompetenzbereich (ST)		LP_0000349	
LP_0002177	Class	Kompetenz (ST)			
LP_0002178	Class	Flexibel anwendbares Grundwissen (ST)			
LP_0002179	Class	Grundlegender Wissensbestand (ST)			
LP_0002181	Class	Kompetenzschwerpunkt (ST)		LP_0000349	
LP_0002182	Class	Gegenstandsfeld (ST)			
LP_0002184	Class	Kerncurriculum (HE)		LP_0000438	
LP_0002186	Class	Lehrplanfragment (NW)		LP_0001015	
LP_0002187	Class	Kompetenzbereich (NW)		LP_0000349	
LP_0002188	Class	Kompetenzerwartung (NW)			
LP_0002190	Class	Teilkompetenzbereich (NW)		LP_0000349	
LP_0002191	Class	Inhaltsfeld (NW)		LP_0000349	
LP_0002192	Class	Inhaltlicher Schwerpunkt (NW)			
LP_0002193	Class	Sachgebiet (HB)		LP_0000349	
LP_0002195	Class	Inhalt zum Erwerb der Kompetenzen (RP)			
LP_0002196	Class	Leitidee (RP)		LP_0000349	
LP_0002197	Class	Inhalt (RP)			
LP_0002198	Class	Hinweis und Vernetzung (RP)			
LP_0002200	Class	Ziel / Inhalt (Sach- und Methodenkompetenz) (RP)			
LP_0002201	Class	Hinweis zur Unterrichtsgestaltung und Methodenkompetenz (RP)			
LP_0002202	Class	Kernbereich (RP)		LP_0000349	
LP_0002203	Class	Kompetenzbereich (NI)		LP_0000349	
LP_0002205	Class	Kernkompetenz (NI)		LP_0000349	
LP_0002206	Class	Beispiel (NI)			
LP_0002207	Class	Umsetzung im Unterricht (NI)			
LP_0002208	Class	Lernbereich (NI)		LP_0000349	
LP_0002209	Class	Thema (NI)		LP_0000349	
LP_0002210	Class	Lehrplanfragment (HH)		LP_0001015	
LP_0002211	Class	Leitidee (HH)		LP_0000349	
LP_0002212	Class	Kompetenzbereich (HH)		LP_0000349	
LP_0002214	Class	Beobachtungskriterium (HH)			
LP_0002215	Class	Regelanforderung (HH)			
LP_0002218	Class	Thema (HH)		LP_0000349	
LP_0002219	Class	Modul (HH)		LP_0000349	
LP_0002220	Class	Sachgebiet (HH)		LP_0000349	
LP_0002221	Class	Kompetenz (HH)			
LP_0002223	Class	Lehrplanfragment (BB)		LP_0001015	
LP_0002224	Class	Leitidee (BB)		LP_0000349	
LP_0002225	Class	Eingangsvoraussetzung (BB)			
LP_0002226	Class	Gegenstand (BB)			
LP_0002227	Class	Unterrichtsanregung (BB)			
LP_0002228	Class	Lernzeitbezogene Kompetenzerwartung (HE)			
LP_0002229	Class	Lehrplanfragment (SL)		LP_0001015	
LP_0002230	Class	Leitidee (SL)		LP_0000349	
LP_0002232	Class	Kompetenzerwartung (SL)			
LP_0002233	Class	Hinweis zur Umsetzung (SL)			
LP_0002234	Class	Themenfeld (SL)		LP_0000349	
LP_0002235	Class	Verbindliches Fachwissen (SL)			
LP_0002238	Class	Verbindlicher Kompetenzschwerpunkt (SL)			
LP_0002239	Class	Vorschlag und Hinweis (SL)			
LP_0002240	Class	Basisbegriff (SL)			
LP_0002241	Class	Lernbereich (SL)		LP_0000349	
LP_0002243	Class	Kompetenzbereich (SL)		LP_0000349	
LP_0010001	Class	Fremdsprachenniveau		LP_0000037	Das “Fremdsprachenniveau” ist ein “Niveau”. Es entspricht dem Gemeinsamen Europäischen Referenzrahmen für Sprachen (GER), der die Sprachbeherrschung einer Fremdsprache in sechs Stufen von A1 (Anfänger) bis C2 (annähernd muttersprachliches Niveau) systematisiert. Das Fremdsprachenniveau gibt an, in welchem Umfang Lernende die Sprache verstehen, sprechen, lesen und schreiben können, und dient als Ve
LP_0030001	Class	Schwerpunktthema (HB)			
LP_0030002	Class	Grundfertigkeit (MV)		LP_0000349	
LP_0030003	Class	Beschreibung	description	obo:IAO_0000300	Eine Beschreibung ist eine textuelle Entität, die Eigenschaften, Merkmale, Inhalte oder Zusammenhänge einer Entität in erklärender oder erläuternder Form darstellt. Sie ergänzt den Titel oder Namen und dient dazu, den Inhalt, Zweck, Status oder Kontext eines Objekts verständlicher zu machen. Sie kann mehrere Sätze oder Absätze enthalten.
LP_0030004	Class	Rahmenlehrplan (BE)		LP_0000438	
LP_0030005	Class	Ergänzung zu einem Basiskonzept (NW)			
LP_0030006	Class	Möglicher Kontext (NW)			
LP_0030007	Class	Kompetenzerwerb im Themenfeld (BB)			
LP_0030008	Class	Möglicher Inhalt (BB)			
LP_0030009	Class	Verweis auf Basiskonzept (NW)		LP_0002085	
LP_0030010	Class	Fachniveau Sek II (SH)			
LP_0030011	Class	Verweis auf Basiskonzept (HB)		LP_0002118	
LP_0030012	Class	Verweis auf Orientierungsrahmen (HB)		LP_0002118	
LP_0030013	Class	Verweis auf Kompetenz (HB)		LP_0030065	
LP_0030014	Class	Ergänzung zur Kompetenz (NI)			
LP_0030015	Class	Verweis auf Basiskonzept (SL)		LP_0002102	
LP_0030016	Class	Verweis auf thematische Querverbindungen im Lehrplan (SL)		LP_0030065	
LP_0030017	Class	Verweis auf Möglichkeit zur Abstimmung (ST)		LP_0030065	
LP_0030018	Class	KMK-Bildungsstandard (SH)			
LP_0030019	Class	Sachkompetenz (TH)			
LP_0030020	Class	Textsorte (SH)		LP_0000349	
LP_0030021	Class	Inhalt und Wissbestand (SH)			
LP_0030022	Class	Konkretisierung - Hinweis und Vorschlag (SH)			
LP_0030023	Class	Themenvorschlag (SH)			
LP_0030024	Class	Lernbereich (TH)		LP_0000349	
LP_0030025	Class	Kompetenzbereich (TH)		LP_0000349	
LP_0030026	Class	Kompetenz (TH)			
LP_0030027	Class	Erfahrungbereich (RP)		LP_0000349	
LP_0030028	Class	Lehrplanfragment (TH)		LP_0001015	
LP_0030029	Class	Thema (TH)		LP_0000349	
LP_0030030	Class	Themenfeld (RP)		LP_0000349	
LP_0030031	Class	Inhalt (TH)			
LP_0030032	Class	Schwerpunkt (TH)		LP_0000349	
LP_0030033	Class	Lehrplanfragment (SH)		LP_0001015	
LP_0030034	Class	Thematischer Leitgedanke (RP)		LP_0000349	
LP_0030035	Class	Lernbereich (RP)		LP_0000349	
LP_0030036	Class	Fähigkeit (RP)			
LP_0030037	Class	Schwerpunktsetzung (HE)			
LP_0030038	Class	Themenfeld (HE)		LP_0000349	
LP_0030039	Class	Bildungsgangniveau (HE)		LP_0000028	
LP_0030040	Individual	Grundlegendes Niveau (SH)			
LP_0030041	Class	Bildungsgangniveau (NW)		LP_0000028	
LP_0030042	Class	Verweis auf Bezüge zu den Basiskonzepten (BB)		LP_0000441	
LP_0030043	Class	Beispiel zu einem Basiskonzept (BB)			
LP_0030044	Class	Beispiel zu einem Basiskonzept (BE)			
LP_0030045	Class	Verweis auf Bezüge zu den Basiskonzepten (BE)		LP_0001441	
LP_0030046	Individual	Erhöhtes Niveau (SH)			
LP_0030047	Class	Basiskonzept (BB)		LP_0000349	
LP_0030048	Class	Verbindliches Ziel (MV)			
LP_0030049	Class	Themenfeld (BW)		LP_0000349	
LP_0030050	Class	Allgemeines fachliches Ziel (SN)		LP_0000349	
LP_0030051	ObjectProperty	hat Beschreibung	has description	LP_0000024	
LP_0030052	Class	Experiment/Untersuchung (BB)			
LP_0030053	Class	Bildungsgangniveau (BY)		LP_0000028	
LP_0030054	Class	Leitidee (MV)		LP_0000349	
LP_0030055	Class	Fachniveau Sek II (NI)			
LP_0030056	ObjectProperty	hat Titel	has title	LP_0000024	
LP_0030057	ObjectProperty	hat Nummer	has number	LP_0000024	
LP_0030058	Class	Aufgabenstellung (SL)			
LP_0030059	Class	Möglicher Inhalt (SH)			
LP_0030060	Class	Literaturhinweis (SL)			
LP_0030061	Class	Verbindliche Form mündlicher Kommunikation (SL)			
LP_0030062	Class	Verbindliche fachspezifische Fertigkeit/Fähigkeit und fachspezifische Methode (SL)			
LP_0030063	Class	Verbindlicher Lerngegenstand (SL)			
LP_0030064	Class	Vorschlag und Hinweis zu Inhalten und Methoden (SL)			
LP_0030065	Class	CE-Verweis	reference	LP_0000261	Ein “CE-Verweis” ist ein “Curriculares Element”, das einen Bezug von einem Curricularen Element zu einem anderen Element desselben Lehrplans, eines anderen Lehrplans oder externen Ressourcen herstellt. Dabei ist der “CE-Verweis” nicht selbst das verlinkte Objekt, sondern stellt eine Referenz darauf dar.
LP_0030066	Class	Vertiefungsmöglichkeit (BB)			
LP_0030067	Class	Inhaltsbereich (SH)		LP_0000349	
LP_0030068	Class	Vertiefungsmöglichkeit (BE)			
LP_0030069	Class	Thema (BW)		LP_0000349	
LP_0030070	Class	Kompetenzbereich (SH)		LP_0000349	
LP_0030071	ObjectProperty	hat Verweis	has reference	LP_0000024	
LP_0030072	ObjectProperty	verweist auf	refers to	obo:IAO_0000136	
LP_0030073	Class	Bereich (NW)		LP_0000349	
LP_0030074	Class	Fachliche Konkretisierung (NW)			
LP_0030075	Class	Inhalt (NW)			
LP_0030076	Class	Inhalt zu einem Inhaltsfeld (HE)			
LP_0030077	Class	Basiskonzept (NW)		LP_0000349	
LP_0030078	Class	Themenbereich (ST)		LP_0000349	
LP_0030079	Class	Mögliche Textsorte / Kommunikationssituation (SH)			
LP_0030080	Class	Bildungsgangniveau (NI)		LP_0000028	
LP_0030081	Class	Kommunikative Kompetenz (ST)			
LP_0030082	Class	Inhaltsbezogene Kompetenz (ST)			
LP_0030083	Class	Prozessbezogene Kompetenz (ST)			
LP_0030084	Class	Themenbereich (SH)		LP_0000349	
LP_0030085	Class	Sprachliches Mittel (ST)		LP_0000349	
LP_0030086	Class	Soziokulturelles Orientierungswissen (ST)			
LP_0030087	Class	Bereich (ST)		LP_0000349	
LP_0030088	Class	Verweis auf Bezüge zu fächerübergreifenden Themen (ST)		LP_0002093	
LP_0030089	Class	Verbindliches Schülerexperiment (ST)			
LP_0030090	Class	Kommunikativer Inhalt (ST)			
LP_0030091	Class	Bildungsgangniveau (SH)		LP_0000028	
LP_0030092	Class	Themenbereich (SL)		LP_0000349	
LP_0030093	Class	Sprachanlass (SL)			
LP_0030094	Class	Redemittel (SL)			
LP_0030095	Class	Themenfeld (SH)		LP_0000349	
