id	type	label_de	label_en	parent	comment_de
NW_0000058	Individual	WP Chemie			
NW_0000059	Individual	WP Darstellen und Gestalten			
NW_0000060	Individual	WP Informatik			
NW_0000061	Individual	WP Kunst			
NW_0000062	Individual	WP Musik			
NW_0000063	Individual	WP Naturwissenschaften			
NW_0000064	Individual	WP Physik			
NW_0000065	Individual	WP Sozialwissenschaften			
NW_0000066	Individual	WP Technik			
NW_0000067	Individual	WP Wirschaft			
NW_0000068	Individual	WP Wirtschaft und Arbeitswelt (Wirtschaft, Hauswirtschaft, Technik)			
RP_0000000	Individual	Schulfächer (Rheinland-Pfalz)			
RP_0000001	Individual	Arbeitslehre			
RP_0000002	Individual	Bildende Kunst			
RP_0000003	Individual	Bildende Kunst/Werken			
RP_0000004	Individual	Kunst			
RP_0000005	Individual	Biologie			
RP_0000006	Individual	Biologie, Chemie, Physik			
RP_0000007	Individual	Naturwissenschaften			
RP_0000008	Individual	Chemie			
RP_0000009	Individual	Physik-Chemie			
RP_0000010	Individual	Darstellendes Spiel			
RP_0000011	Individual	Deutsch			
RP_0000012	Individual	Deutsch als Zweitsprache			
RP_0000013	Individual	Englisch			
RP_0000014	Individual	Fremdsprache			
RP_0000015	Individual	Erdkunde: Bilingual - Englisch			
RP_0000016	Individual	Gemeinschaftskunde: Bilingual - Englisch			
RP_0000017	Individual	Erdkunde			
RP_0000018	Individual	Erdkunde: Bilingual - Französisch			
RP_0000019	Individual	Gemeinschaftskunde: Bilingual - Französisch			
RP_0000020	Individual	Gemeinschaftskunde: Grund- und Leistungskurs			
RP_0000021	Individual	Gesellschaftslehre			
RP_0000022	Individual	Gesellschaftswissenschaftliche Fächer			
RP_0000023	Individual	Ethik			
RP_0000024	Individual	Französisch			
RP_0000025	Individual	Geschichte-Sozialkunde			
RP_0000026	Individual	Griechisch			
RP_0000027	Individual	Hauswirtschaft und Sozialwesen			
RP_0000028	Individual	Technik und Naturwissenschaft			
RP_0000029	Individual	Wirtschaft und Verwaltung			
RP_0000030	Individual	Informatik			
RP_0000031	Individual	Italienisch			
RP_0000032	Individual	Kommunikation und Medien			
RP_0000033	Individual	Kultur			
RP_0000034	Individual	Latein			
RP_0000035	Individual	Mathematik			
RP_0000036	Individual	Musik			
RP_0000037	Individual	Ökologie			
RP_0000038	Individual	Ökonomische Bildung an allgemeinbildenden Schulen			
RP_0000039	Individual	Philosophie			
RP_0000040	Individual	Physik			
RP_0000041	Individual	Evangelische Religion			
RP_0000042	Individual	Katholische Religion			
RP_0000043	Individual	Alevitische Religion			
RP_0000044	Individual	Mennonitische Religion			
RP_0000045	Individual	Russisch			
RP_0000046	Individual	Sachunterricht			
RP_0000047	Individual	Sozialpädagogik			
RP_0000048	Individual	Spanisch			
RP_0000049	Individual	Sport			
RP_0000050	Individual	Sport und Gesundheit			
RP_0000051	Individual	Textiles Gestalten			
RP_0000052	Individual	Wirtschafts- und Sozialkunde			
RP_0000053	Individual	Herkunftssprachen-Unterricht			
RP_0000054	Individual	Latein als erste Fremdsprache			
RP_0000055	Individual	Latein als zweite Fremdsprache			
RP_0000056	Individual	Latein als dritte Fremdsprache			
RP_0000057	Individual	Griechisch als dritte fakultative Fremdsprache 9-10			
RP_0000058	Individual	Griechisch als dritte Pflichtfremdsprache 8-10			
RP_0000059	Individual	Erdkunde			
RP_0000060	Individual	Geschichte			
RP_0000061	Individual	Sozialkunde			
RP_0000062	Individual	Russisch als 2. Pflichtfremdsprache			
RP_0000063	Individual	Russisch als 3. Pflichtfremdsprache			
SH_0000000	Individual	Schulfächer (Schleswig-Holstein)			
SH_0000001	Individual	Biologie			
SH_0000002	Individual	Chemie			
SH_0000003	Individual	Chinesisch			
SH_0000004	Individual	Dänisch			
SH_0000005	Individual	Darstellendes Spiel			
SH_0000006	Individual	Deutsch			
SH_0000007	Individual	Englisch			
SH_0000008	Individual	Evangelische Religion			
SH_0000009	Individual	Französisch			
SH_0000010	Individual	Friesisch			
SH_0000011	Individual	Geographie			
SH_0000012	Individual	Geschichte			
SH_0000013	Individual	Gestalten			
SH_0000014	Individual	Griechisch			
SH_0000015	Individual	Informatik			
SH_0000016	Individual	Islamunterricht			
SH_0000017	Individual	Italienisch			
SH_0000018	Individual	Katholische Religion			
SH_0000019	Individual	Kunst			
SH_0000020	Individual	Latein			
SH_0000021	Individual	Mathematik			
SH_0000022	Individual	Musik			
SH_0000023	Individual	Naturwissenschaften			
SH_0000024	Individual	Philosophie			
SH_0000025	Individual	Physik			
SH_0000026	Individual	Russisch			
SH_0000027	Individual	Sachunterricht			
SH_0000028	Individual	Spanisch			
SH_0000029	Individual	Sport			
SH_0000030	Individual	Technik			
SH_0000031	Individual	Textillehre			
SH_0000032	Individual	Verbraucherbildung			
SH_0000033	Individual	Weltkunde			
SH_0000034	Individual	Wirtschaft/Politik			
SH_0000035	Individual	Wirtschaftslehre			
SL_0000000	Individual	Schulfächer (Saarland)			
SL_0000001	Individual	Allgemeine Ethik			
SL_0000002	Individual	Arbeitslehre			
SL_0000003	Individual	Beruf und Wirtschaft			
SL_0000004	Individual	Bildende Kunst			
SL_0000005	Individual	Biologie			
SL_0000006	Individual	Biologie Themenfelder			
SL_0000007	Individual	Chemie			
SL_0000008	Individual	Chemie Themenfelder			
SL_0000009	Individual	Darstellendes Spiel			
SL_0000010	Individual	Deutsch			
SL_0000011	Individual	Englisch			
SL_0000012	Individual	Englisch (1. und 2. Fremdsprache)			
SL_0000013	Individual	Englisch 1. Fremdsprache			
SL_0000014	Individual	Englisch 2. Fremdsprache			
SL_0000015	Individual	Englisch 3. Fremdsprache			
SL_0000016	Individual	Erdkunde			
SL_0000017	Individual	Erdkunde bilingual deutsch-englisch			
SL_0000018	Individual	Erdkunde bilingual deutsch-französisch			
SL_0000019	Individual	Erdkunde Themenfelder			
SL_0000020	Individual	Evangelische Religion			
SL_0000021	Individual	Französisch			
SL_0000022	Individual	Französisch (1. und 2. Fremdsprache)			
SL_0000023	Individual	Französisch 1. Fremdsprache			
SL_0000024	Individual	Französisch 2. Fremdsprache			
SL_0000025	Individual	Französisch 3. Fremdsprache			
SL_0000026	Individual	Geschichte			
SL_0000027	Individual	Geschichte bilingual deutsch-englisch			
SL_0000028	Individual	Geschichte bilingual deutsch-französisch			
SL_0000029	Individual	Geschichte Themenfelder			
SL_0000030	Individual	Gesellschaftswissenschaften			
SL_0000031	Individual	Gesellschaftswissenschaften Themenfelder			
SL_0000032	Individual	Griechisch			
SL_0000033	Individual	Griechisch 3. Fremdsprache			
SL_0000034	Individual	Herkunftssprachlicher Unterricht			
SL_0000035	Individual	Informatik			
SL_0000036	Individual	Informatik / Informationstechnische Grundbildung			
SL_0000037	Individual	Islamischer Religionsunterricht			
SL_0000038	Individual	Italienisch			
SL_0000039	Individual	Italienisch 3. Fremdsprache			
SL_0000040	Individual	Katholische Religion			
SL_0000041	Individual	Katholischer Religionsunterricht			
SL_0000042	Individual	Latein			
SL_0000043	Individual	Latein 1. Fremdsprache			
SL_0000044	Individual	Latein 2. Fremdsprache			
SL_0000045	Individual	Latein 3. Fremdsprache			
SL_0000046	Individual	Lernen lernen			
SL_0000047	Individual	Mathematik			
SL_0000048	Individual	Musik			
SL_0000049	Individual	Naturwissenschaften			
SL_0000050	Individual	Philosophie			
SL_0000051	Individual	Physik			
SL_0000052	Individual	Physik Themenfelder			
SL_0000053	Individual	Politik			
SL_0000054	Individual	Politik bilingual deutsch-englisch			
SL_0000055	Individual	Sachunterricht			
SL_0000056	Individual	Sozialkunde			
SL_0000057	Individual	Sozialkunde bilingual deutsch-englisch			
SL_0000058	Individual	Sozialkunde bilingual deutsch-französisch			
SL_0000059	Individual	Sozialkunde Themenfelder			
SL_0000060	Individual	Spanisch			
SL_0000061	Individual	Spanisch 3. Fremdsprache			
SL_0000062	Individual	Sport			
SL_0000063	Individual	Technik			
SL_0000064	Individual	Wirtschaftslehre			
SN_0000000	Individual	Schulfächer (Sachsen)			
SN_0000001	Individual	Deutsch			
SN_0000002	Individual	Deutsch als Zweitsprache			
SN_0000003	Individual	Englisch			
SN_0000004	Individual	Ethik			
SN_0000005	Individual	Evangelische Religion			
SN_0000006	Individual	Herkunftssprache im Wahlbereich			
SN_0000007	Individual	Intensives Sprachlernen			
SN_0000008	Individual	Intensives Sprachlernen Sorbisch als Fremdsprache			
SN_0000009	Individual	Jüdische Religion			
SN_0000010	Individual	Katholische Religion			
SN_0000011	Individual	Kunst			
SN_0000012	Individual	Mathematik			
SN_0000013	Individual	Musik			
SN_0000014	Individual	Sachunterricht			
SN_0000015	Individual	Sorbisch			
SN_0000016	Individual	Sport			
SN_0000017	Individual	Werken			
SN_0000018	Individual	Biologie			
SN_0000019	Individual	Chemie			
SN_0000020	Individual	Gemeinschaftskunde/Rechtserziehung			
SN_0000021	Individual	Gemeinschaftskunde/Rechtserziehung/Wirtschaft			
SN_0000022	Individual	Geographie			
SN_0000023	Individual	Geschichte			
SN_0000024	Individual	Herkunftssprache - Ersatz für 2. Fremdsprache			
SN_0000025	Individual	Informatik			
SN_0000026	Individual	Physik			
SN_0000027	Individual	Sorbisch im Wahlbereich			
SN_0000028	Individual	Technik/Computer			
SN_0000029	Individual	Wirtschaft-Technik-Haushalt/Soziales			
SN_0000030	Individual	2. Fremdsprache			
SN_0000031	Individual	Astronomie			
SN_0000032	Individual	Auf dem Weg ins Berufsleben			
SN_0000033	Individual	Biotechnologie und Bionik			
SN_0000034	Individual	Chinesisch			
SN_0000035	Individual	Französisch			
SN_0000036	Individual	Französisch AbiBac			
SN_0000037	Individual	Geographie AbiBac			
SN_0000038	Individual	Geschichte - bikulturell - AbiBac			
SN_0000039	Individual	Graecum und antike Kultur			
SN_0000040	Individual	Griechisch			
SN_0000041	Individual	Italienisch			
SN_0000042	Individual	Latein			
SN_0000043	Individual	Latinum und antike Kultur			
SN_0000044	Individual	Philosophie			
SN_0000045	Individual	Polnisch			
SN_0000046	Individual	Russisch			
SN_0000047	Individual	Schulspezifisches Profil			
SN_0000048	Individual	Schulspezifisches Profil unternehmerische Bildung			
SN_0000049	Individual	Spanisch			
SN_0000050	Individual	Tschechisch			
ST_0000000	Individual	Schulfächer (Sachsen-Anhalt)			
ST_0000001	Individual	Angewandte Naturwissenschaften			
ST_0000002	Individual	Astronomie			
ST_0000003	Individual	Biologie			
ST_0000004	Individual	Chemie			
ST_0000005	Individual	Deutsch			
ST_0000006	Individual	Deutsch als Zweitsprache			
ST_0000007	Individual	Englisch			
ST_0000008	Individual	Ethikunterricht			
ST_0000009	Individual	Evangelischer Religionsunterricht			
ST_0000010	Individual	Französisch			
ST_0000011	Individual	Geographie			
ST_0000012	Individual	Geschichte			
ST_0000013	Individual	Gestalten			
ST_0000014	Individual	Griechisch			
ST_0000015	Individual	Hauswirtschaft			
ST_0000016	Individual	Informatik			
ST_0000017	Individual	Italienisch			
ST_0000018	Individual	Katholischer Religionsunterricht			
ST_0000019	Individual	Kunst (Kunsterziehung)			
ST_0000020	Individual	Latein			
ST_0000021	Individual	Lernen in der digitalen Welt			
ST_0000022	Individual	Lernmethoden, Arbeit am PC und moderne Medienwelten			
ST_0000023	Individual	Mathematik			
ST_0000024	Individual	Moderne Medienwelten			
ST_0000025	Individual	Musik			
ST_0000026	Individual	Philosophie			
ST_0000027	Individual	Physik			
ST_0000028	Individual	Planen, Bauen und Gestalten			
ST_0000029	Individual	Psychologie			
ST_0000030	Individual	Rechtskunde			
ST_0000031	Individual	Russisch			
ST_0000032	Individual	Sachunterricht			
ST_0000033	Individual	Sozialkunde			
ST_0000034	Individual	Spanisch			
ST_0000035	Individual	Sport			
ST_0000036	Individual	Technik			
ST_0000037	Individual	Wirtschaft			
ST_0000038	Individual	Wirtschaftslehre			
TH_0000000	Individual	Schulfächer (Thüringen)			
TH_0000001	Individual	Astronomie			
TH_0000002	Individual	Biologie			
TH_0000003	Individual	Chemie			
TH_0000004	Individual	Darstellen und Gestalten			
TH_0000005	Individual	Deutsch			
TH_0000006	Individual	Englisch			
TH_0000007	Individual	Ethik			
TH_0000008	Individual	Evangelische Religionslehre			
TH_0000009	Individual	Französisch			
TH_0000010	Individual	Fremdsprache			
TH_0000011	Individual	Geografie			
TH_0000012	Individual	Geografie in englischer Sprache			
TH_0000013	Individual	Geografie in französischer Sprache			
TH_0000014	Individual	Geschichte			
TH_0000015	Individual	Geschichte in englischer Sprache			
TH_0000016	Individual	Geschichte in französischer Sprache			
TH_0000017	Individual	Griechisch			
TH_0000018	Individual	Heimat- und Sachkunde			
TH_0000019	Individual	Informatik			
TH_0000020	Individual	Italienisch			
TH_0000021	Individual	Jüdische Religionslehre			
TH_0000022	Individual	Katholische Religionslehre			
TH_0000023	Individual	Kunst			
TH_0000024	Individual	Kursplan Medienkunde in der Grundschule			
TH_0000025	Individual	Latein			
TH_0000026	Individual	Mathematik			
TH_0000027	Individual	Medienbildung und Informatik 5/6			
TH_0000028	Individual	Mensch-Natur-Technik			
TH_0000029	Individual	Musik			
TH_0000030	Individual	Natur und Technik			
TH_0000031	Individual	Physik			
TH_0000032	Individual	Russisch			
TH_0000033	Individual	Schulgarten			
TH_0000034	Individual	Sozialkunde			
TH_0000035	Individual	Sozialkunde in englischer Sprache			
TH_0000036	Individual	Sozialkunde in französischer Sprache			
TH_0000037	Individual	Sozialwesen			
TH_0000038	Individual	Spanisch			
TH_0000039	Individual	Sport			
TH_0000040	Individual	Technik TGS			
TH_0000041	Individual	Technisches Werken			
TH_0000042	Individual	Wahlpflichtfach Gesellschaftswissenschaften			
TH_0000043	Individual	Wahlpflichtfach Informatik			
TH_0000044	Individual	Wahlpflichtfach Naturwissenschaften und Technik			
TH_0000045	Individual	Werken			
TH_0000046	Individual	Wirtschaft und Recht			
TH_0000047	Individual	Wirtschaft-Recht-Technik			
TH_0000048	Individual	Wirtschaft-Umwelt-Europa			
